Systematic_ID	Mass (kDa)	pI	Charge	Residues	CAI
SPCC1620.06c	34.78	8.08	3.95	321	0.52
SPCC1620.07c	37.44	10.06	18.73	334	0.6
SPCC1620.08	47.29	6.86	-0.57	433	0.55
SPCC1620.09c	61.45	5.05	-11	539	0.61
SPCC1620.10	35.48	8.62	2.22	301	0.53
SPCC1620.11	97.56	6.59	-2.83	851	0.6
SPCC1620.12c	72.73	5.55	-9.59	640	0.58
SPCC1620.13	31.71	7.82	2.02	282	0.59
SPCC1620.14c	189.91	9.61	38.23	1680	0.6
SPCC1672.01	35.05	5.51	-10.75	306	0.59
SPCC1672.02c	29.13	8.03	3.52	254	0.53
SPCC1672.03c	58.05	5.54	-14.86	527	0.66
SPCC1672.04c	12.27	5.65	-2.41	112	0.52
SPCC1672.05c	44.58	8.04	2.36	401	0.56
SPCC1672.06c	105.68	7.73	6.5	920	0.62
SPCC1672.07	100.57	7.25	2.48	902	0.61
SPCC1672.08c	32.16	10.08	16.09	285	0.57
SPCC1672.09	54.38	8.93	13.28	467	0.63
SPCC1672.10	48.43	4.38	-33.06	430	0.56
SPCC1672.11c	148.78	6.51	-5.94	1315	0.6
SPCC1672.12c	34.35	7.18	0.44	303	0.61
SPCC1682.01	7.80	4.43	-3.01	67	0.46
SPCC1682.02c	97.48	5.67	-15.3	879	0.6
SPCC1682.03c	69.24	4.72	-22.69	626	0.59
SPCC1682.04	20.47	4.33	-14.74	176	0.5
SPCC1682.05c	61.87	7.36	1.54	542	0.59
SPCC1682.06	26.70	5.32	-4.89	238	0.55
SPCC1682.07	47.07	6.9	-0.99	421	0.58
SPCC1682.08c	78.64	8.21	7.1	703	0.6
SPCC1682.09c	33.05	10.73	21.91	300	0.52
SPCC1682.10	35.60	4.71	-12.3	324	0.61
SPCC1682.11c	65.52	8.9	12.79	574	0.62
SPCC1682.12c	51.58	10.04	28.98	457	0.65
SPCC1682.13	31.11	11	22.3	272	0.58
SPCC1682.14	22.75	11.95	36.64	193	0.47
SPCC1682.15	85.64	7.93	8.15	749	0.62
SPCC1682.16	43.61	5.89	-3.07	388	0.53
SPCC16A11.01	36.92	5.94	-3.75	328	0.64
SPCC16A11.02	85.87	6.14	-10.87	777	0.56
SPCC16A11.03c	53.68	8.67	7.7	466	0.6
SPCC16A11.04	116.99	9.38	19.16	1010	0.62
SPCC16A11.05c	16.97	6.24	-2.59	142	0.48
SPCC16A11.06c	59.22	9.33	15.38	506	0.65
SPCC16A11.07	18.87	9.23	7.03	164	0.58
SPCC16A11.08	60.19	6.71	-3.2	534	0.62
SPCC16A11.09c	22.62	8.95	2.44	210	0.54
SPCC16A11.10c	14.25	4.52	-7.28	129	0.49
SPCC16A11.11	13.36	12.04	17.91	115	0.59
SPCC16A11.12c	98.65	5.61	-19.46	849	0.64
SPCC16A11.13	30.94	6.44	-3.55	264	0.6
SPCC16A11.14	46.84	4.88	-9.62	418	0.62
SPCC16A11.15c	13.00	4.95	-4.31	117	0.53
SPCC16A11.16c	43.90	4.52	-26.89	388	0.62
SPCC16A11.17	101.54	7.38	2.75	911	0.6
SPCC16C4.01	44.64	4.89	-12.41	382	0.62
SPCC16C4.02c	63.04	4.8	-21.06	548	0.62
SPCC16C4.03	19.77	8.51	2.89	175	0.59
SPCC16C4.04	30.73	7.33	0.56	266	0.58
SPCC16C4.05	22.60	9.8	7.62	201	0.55
SPCC16C4.06c	47.50	10.39	27.26	413	0.62
SPCC16C4.07	60.39	7.91	5.35	561	0.61
SPCC16C4.08c	37.71	6.64	-2.32	341	0.58
SPCC16C4.09	117.60	7.61	5.99	1066	0.59
SPCC16C4.10	28.35	5.17	-6.64	257	0.59
SPCC16C4.11	32.74	8.19	2.13	288	0.54
SPCC16C4.12	20.52	5.72	-2.35	180	0.59
SPCC16C4.13c	17.67	10.08	5.44	165	0.46
SPCC16C4.14c	116.40	5.63	-16.48	1006	0.63
SPCC16C4.15	40.25	11.12	40.27	362	0.55
SPCC16C4.16c	23.85	7.05	0.11	206	0.6
SPCC16C4.17	25.46	6.59	-2.35	235	0.58
SPCC16C4.18c	50.27	5.32	-10.43	452	0.64
SPCC16C4.19	20.75	10.65	16.06	184	0.6
SPCC16C4.20c	9.25	8.45	1.19	77	0.51
SPCC16C4.21	9.13	9.55	4.87	81	0.63
SPCC16C4.22	10.11	8.45	1.19	87	0.49
SPCC1739.01	57.98	10.13	17.98	547	0.62
SPCC1739.02c	28.90	11	28.64	249	0.56
SPCC1739.03	114.62	6.52	-6.94	999	0.64
SPCC1739.04c	30.65	6.17	-3.4	274	0.6
SPCC1739.05	36.50	6.57	-3.07	319	0.6
SPCC1739.06c	54.71	6.94	-0.37	496	0.63
SPCC1739.07	15.07	6.55	-0.52	133	0.49
SPCC1739.08c	28.38	8.57	4.06	261	0.57
SPCC1739.09c	15.20	9.24	4.15	130	0.52
SPCC1739.10	37.07	10.15	15.76	336	0.61
SPCC1739.11c	118.63	6.9	-1.36	1045	0.63
SPCC1739.12	35.26	5.23	-7.61	305	0.58
SPCC1739.13	70.23	4.87	-16.65	647	0.5
SPCC1739.14	105.71	6.59	-4.91	933	0.63
SPCC1739.15	36.89	4.92	-7.4	329	0.6
SPCC1742.01	157.64	3.46	-85.86	1563	0.53
SPCC1753.01c	30.39	5.46	-9.12	279	0.54
SPCC1753.02c	53.86	9.81	17.65	466	0.62
SPCC1753.03c	38.28	8.06	2.34	339	0.63
SPCC1753.04	38.75	5.46	-7.21	353	0.55
SPCC1753.05	34.65	5.14	-7.88	296	0.58
SPCC1795.01c	36.09	7.74	2.11	310	0.58
SPCC1795.02c	45.11	5.8	-5.93	412	0.58
SPCC1795.03	39.10	9.58	11.02	353	0.63
SPCC1795.04c	28.03	4.83	-9.64	253	0.57
SPCC1795.05c	21.72	7.78	1.53	191	0.56
SPCC1795.06	23.45	5.17	-2.76	201	0.49
SPCC1795.07	17.15	11.38	17.08	151	0.6
SPCC1795.08c	113.50	5.18	-29.83	994	0.6
SPCC1795.09	57.62	4.42	-14.76	521	0.62
SPCC1795.10c	25.80	9.84	8.84	227	0.57
SPCC1795.11	69.76	8.66	7.72	636	0.53
SPCC1795.12c	13.32	9.55	2.22	112	0.49
SPCC18.01c	116.77	4.35	-33.8	1131	0.61
SPCC18.02	49.06	7.35	1.12	448	0.59
SPCC18.03	121.09	8.36	47.76	1077	0.6
SPCC18.04	99.91	5.99	-15.15	872	0.61
SPCC18.05c	56.00	8.76	11.54	502	0.58
SPCC18.06c	37.53	4.63	-12.37	335	0.6
SPCC18.07	36.87	4.73	-17.59	330	0.56
SPCC18.08	60.29	8.7	11.29	531	0.6
SPCC18.09c	26.92	7.72	2.99	232	0.58
SPCC18.10	38.08	5.37	-10.29	340	0.62
SPCC18.11c	11.86	4.71	-2.01	109	0.48
SPCC18.12c	29.64	10.63	23.31	260	0.55
SPCC18.13	47.50	5.64	-8.79	421	0.61
SPCC18.14c	33.56	4.41	-15.02	312	0.45
SPCC18.15	37.04	6.07	-8.39	326	0.58
SPCC18.16c	18.91	7.73	0.71	163	0.55
SPCC18.17c	55.36	5.5	-9.54	488	0.63
SPCC18.18c	56.32	8.56	10.27	520	0.54
SPCC18.19c	10.95	9.25	3.39	94	0.47
SPCC18.20	8.78	10.44	6.94	72	0.43
SPCC1827.01c	75.65	6.92	-0.6	652	0.59
SPCC1827.02c	41.75	5.63	-10.63	362	0.57
SPCC1827.03c	56.27	9.76	20.09	512	0.56
SPCC1827.04	68.79	9.7	16.49	600	0.6
SPCC1827.05c	31.40	10.52	24.61	276	0.55
SPCC1827.06c	38.55	6.89	-0.24	357	0.52
SPCC1827.07c	80.59	9.47	21.77	682	0.66
SPCC1827.08c	41.93	7.16	0.64	361	0.61
SPCC1840.01c	20.88	4.44	-7.82	190	0.57
SPCC1840.02c	225.18	7.87	13.04	1955	0.53
SPCC1840.03	121.87	4.36	-58.53	1095	0.59
SPCC1840.04	46.63	5.98	-5.79	425	0.63
SPCC1840.05c	65.49	6.47	-5.56	587	0.58
SPCC1840.06	23.99	10.52	12.7	216	0.49
SPCC1840.07c	37.44	6.32	-4.99	332	0.6
SPCC1840.08c	64.71	9.55	14.52	561	0.6
SPCC1840.09	29.92	9.82	8.13	276	0.54
SPCC1840.10	10.56	4.08	-9.52	94	0.54
SPCC1840.11	19.89	8.2	1.41	181	0.55
SPCC1840.12	89.26	8.92	18.81	791	0.63
SPCC1840.13	15.36	10.06	9.35	132	0.56
SPCC188.02	63.35	6.69	-2.44	548	0.6
SPCC188.03	100.49	4.47	-52.57	875	0.58
SPCC188.04c	28.81	6.65	-1.33	238	0.57
SPCC188.06c	56.70	9.72	10.1	522	0.58
SPCC188.07	83.30	4.88	-25.33	735	0.6
SPCC188.08c	128.67	5.17	-29.53	1108	0.61
SPCC188.09c	62.88	3.78	-35.18	609	0.59
SPCC188.11	62.70	9.45	7.69	557	0.55
SPCC188.12	44.01	6.91	-0.51	380	0.66
SPCC188.13c	158.04	7.56	7.57	1374	0.6
SPCC188.14	9.30	10	3.94	79	0.46
SPCC1884.01	55.33	6.85	-0.82	478	0.59
SPCC1884.02	45.63	8.76	5.07	408	0.59
SPCC18B5.01c	171.75	6.32	-13.45	1530	0.59
SPCC18B5.03	96.26	10	20.63	877	0.58
SPCC18B5.04	19.03	10.88	13.92	166	0.51
SPCC18B5.05c	35.84	8.05	5.34	327	0.62
SPCC18B5.06	44.34	5.64	-8.45	390	0.59
SPCC18B5.07c	59.16	7.09	0.21	549	0.56
SPCC18B5.08c	111.25	8.45	13.61	973	0.61
SPCC18B5.09c	13.51	9.66	4.67	116	0.51
SPCC18B5.10c	35.04	5.21	-6.07	309	0.59
SPCC18B5.11c	52.01	5.43	-17.13	460	0.61
SPCC1902.01	91.78	7.33	2.23	855	0.56
SPCC1902.02	62.85	8.95	8.72	574	0.59
SPCC1906.01	39.72	6.43	-2.95	363	0.54
SPCC1906.02c	65.86	6.31	-4.68	581	0.59
SPCC1906.03	43.94	5.84	-2.76	393	0.57
SPCC1906.04	29.19	5.02	-6.28	258	0.58
SPCC191.01	20.18	4.64	-9.85	178	0.59
SPCC191.02c	73.04	6.79	-2.2	662	0.58
SPCC191.03c	13.43	10.05	10.24	117	0.56
SPCC191.04c	11.67	10.68	7.35	100	0.54
SPCC191.05c	22.92	5.13	-4.4	211	0.59
SPCC191.06	16.23	9.41	8.01	138	0.59
SPCC191.07	12.02	9.84	6.4	109	0.52
SPCC191.08	15.49	4.68	-8.07	134	0.51
SPCC191.09c	27.02	6.1	-4.07	229	0.55
SPCC191.10	17.31	10.6	14.82	149	0.55
SPCC191.11	64.41	4.74	-15.54	581	0.6
SPCC1919.01	40.41	6.01	-3.76	354	0.67
SPCC1919.02	38.48	6	-5.68	332	0.61
SPCC1919.03c	32.97	6.31	-3.19	298	0.57
SPCC1919.04	28.92	10.34	10.46	256	0.56
SPCC1919.05	157.87	5.02	-43.48	1389	0.62
SPCC1919.06c	28.44	5.14	-7.56	249	0.59
SPCC1919.07	24.05	5.26	-6.54	206	0.56
SPCC1919.08c	10.90	11.26	11.67	97	0.57
SPCC1919.09	26.23	4.22	-15.18	244	0.52
SPCC1919.10c	175.15	6.64	-6.49	1516	0.61
SPCC1919.11	48.37	8.81	6.55	420	0.62
SPCC1919.12c	95.65	7.61	5.36	843	0.6
SPCC1919.13c	32.34	10.28	17.88	282	0.61
SPCC1919.14c	59.08	5.34	-9.28	520	0.57
SPCC1919.15	80.72	6.44	-6.46	692	0.58
SPCC23B6.01c	54.65	6.41	-4.75	479	0.65
SPCC23B6.02c	12.42	10.98	15.98	111	0.49
SPCC23B6.03c	327.14	7.02	0.57	2812	0.6
SPCC23B6.04c	110.72	7.19	2.08	1008	0.55
SPCC23B6.05c	11.79	4.65	-5.35	104	0.55
SPCC24B10.02c	50.61	7.06	0.42	449	0.63
SPCC24B10.03	14.60	4.2	-11.51	128	0.53
SPCC24B10.04	23.37	10.43	14.15	199	0.62
SPCC24B10.05	9.81	7.29	0.34	84	0.44
SPCC24B10.06	16.71	4.42	-4.77	156	0.54
SPCC24B10.07	63.77	8.43	7.16	569	0.62
SPCC24B10.08c	50.48	8.07	6.28	437	0.64
SPCC24B10.09	15.53	10.72	12.46	132	0.47
SPCC24B10.10c	40.10	6.01	-3.66	355	0.64
SPCC24B10.11c	23.28	4.48	-12.56	202	0.59
SPCC24B10.12	20.05	5.77	-2.31	174	0.55
SPCC24B10.13	15.86	3.63	-31.81	140	0.59
SPCC24B10.14c	23.43	6.67	-0.92	203	0.59
SPCC24B10.15	52.73	6.23	-6.65	465	0.6
SPCC24B10.16c	13.50	5	-1.04	124	0.5
SPCC24B10.17	23.14	7.58	1.54	199	0.57
SPCC24B10.18	10.01	11.28	16.66	93	0.47
SPCC24B10.19c	56.10	5.85	-4.7	493	0.63
SPCC24B10.20	27.73	8.94	4.36	254	0.56
SPCC24B10.21	27.23	7.06	0.13	249	0.46
SPCC24B10.22	116.04	9.14	27.46	1018	0.6
SPCC285.03	68.34	7.85	5.8	604	0.56
SPCC285.04	13.52	6.8	-0.3	124	0.53
SPCC285.05	38.14	4.56	-11.71	348	0.58
SPCC285.07c	41.21	5.08	-6.46	372	0.58
SPCC285.08	27.10	5.23	-4.3	240	0.56
SPCC285.09c	38.65	6.29	-6.4	346	0.64
SPCC285.10c	42.87	6.4	-2.56	382	0.66
SPCC285.11	48.67	5.78	-5.4	427	0.59
SPCC285.12	12.47	5.17	-1.01	113	0.47
SPCC285.13c	80.25	8.56	3.7	736	0.57
SPCC285.14	132.87	6.19	-13.1	1150	0.66
SPCC285.15c	7.66	11.18	4.98	68	0.39
SPCC285.16c	141.51	5.42	-25.96	1254	0.62
SPCC285.17	26.65	9.3	4.67	233	0.62
SPCC290.02	33.95	8.1	2.77	301	0.62
SPCC290.03c	186.41	5.36	-27.17	1647	0.6
SPCC290.04	78.16	6.95	-0.35	697	0.63
SPCC297.03	73.99	7.07	0.55	652	0.64
SPCC297.04c	17.21	4.73	-7.1	147	0.55
SPCC297.05	109.74	8.99	25.86	973	0.63
SPCC297.06c	27.63	10.21	12.46	230	0.53
SPCC2H8.02	64.09	8.24	5.38	583	0.54
SPCC2H8.04	31.10	10.36	24	266	0.59
SPCC2H8.05c	24.68	4.85	-7.32	217	0.59
SPCC306.02c	18.84	8.47	2.37	171	0.54
SPCC306.03c	83.25	4.49	-46.12	742	0.63
SPCC306.04c	105.04	9.26	21.32	920	0.59
SPCC306.05c	31.88	9.47	6.16	281	0.61
SPCC306.06c	34.64	4.65	-12.23	311	0.6
SPCC306.07c	32.40	10.43	22	284	0.61
SPCC306.08c	35.79	9.31	5.62	341	0.54
SPCC306.09c	60.24	6.84	-1.06	551	0.6
SPCC306.11	30.50	7.88	3.47	283	0.57
SPCC31H12.02c	34.66	7.33	0.9	306	0.59
SPCC31H12.03c	26.78	5.04	-5.5	245	0.53
SPCC31H12.04c	17.67	10.08	5.44	165	0.46
SPCC31H12.05c	36.83	5.75	-4.13	322	0.6
SPCC31H12.06	52.62	8.02	5.43	468	0.59
SPCC31H12.07	84.84	6.41	-5.58	759	0.58
SPCC31H12.08c	76.46	6.95	-0.37	690	0.6
SPCC320.03	95.11	8.73	15.84	867	0.59
SPCC320.04c	71.18	4.79	-18.23	630	0.64
SPCC320.05	73.47	8.79	15.12	667	0.64
SPCC320.06	33.33	9.08	9.69	289	0.61
SPCC320.07c	84.30	9.1	13.87	761	0.64
SPCC320.08	56.78	5.92	-10.01	505	0.62
SPCC320.09	47.23	8.19	4.44	423	0.54
SPCC320.10	63.28	7.81	3.21	561	0.59
SPCC320.11c	20.86	9.27	5.84	180	0.51
SPCC320.12	21.51	8.27	5.13	185	0.61
SPCC320.13c	40.60	10.35	21.3	355	0.6
SPCC320.14	35.05	7.16	0.53	323	0.62
SPCC330.01c	109.35	5.74	-18.47	963	0.63
SPCC330.02	62.73	6.81	-1.11	563	0.6
SPCC330.03c	16.34	9.31	5.36	145	0.56
SPCC330.04c	43.10	4.95	-9.06	357	0.54
SPCC330.05c	29.36	7.54	1.31	264	0.58
SPCC330.06c	16.67	4.93	-2.8	156	0.49
SPCC330.07c	56.11	9.57	15.7	500	0.64
SPCC330.08	53.28	9.44	15.14	471	0.62
SPCC330.09	72.24	6.58	-3.46	634	0.57
SPCC330.10	41.44	8.51	4.8	360	0.61
SPCC330.11	152.58	8.81	20.1	1347	0.58
SPCC330.12c	20.14	10.52	12.35	180	0.52
SPCC330.13	27.38	6.53	-1.12	242	0.61
SPCC330.14c	16.91	12.19	32.67	149	0.49
SPCC330.19c	10.30	7.34	0.54	90	0.53
SPCC330.20	8.12	12.64	11.21	70	0.4
SPCC330.21	9.65	10.62	6.43	89	0.51
SPCC338.02	14.18	8.37	3.28	125	0.6
SPCC338.03c	16.21	6.77	-0.38	141	0.51
SPCC338.04	19.65	7.14	0.11	167	0.56
SPCC338.05c	15.55	6.67	-0.89	139	0.55
SPCC338.06c	15.81	5.31	-2.58	139	0.53
SPCC338.07c	83.68	6.88	-0.83	729	0.62
SPCC338.08	33.10	5.17	-8.38	294	0.61
SPCC338.10c	20.73	10.22	9.41	186	0.53
SPCC338.11c	34.53	4.4	-18.69	303	0.63
SPCC338.12	8.55	5.02	-4.05	77	0.4
SPCC338.13	85.35	6.22	-7.41	738	0.67
SPCC338.14	36.71	5.04	-6.28	340	0.56
SPCC338.15	48.90	5.15	-9.19	437	0.56
SPCC338.16	66.24	9.45	23.4	577	0.65
SPCC338.17c	67.85	4.34	-36.62	628	0.59
SPCC338.18	13.30	9.43	2.46	117	0.55
SPCC364.01	36.02	10.21	17.12	320	0.56
SPCC364.02c	43.02	9.71	8.93	384	0.59
SPCC364.03	20.83	11	19.15	187	0.5
SPCC364.04c	72.18	5.26	-12.06	633	0.67
SPCC364.05	104.58	5.54	-19.6	910	0.6
SPCC364.06	44.35	4.26	-36.53	393	0.52
SPCC364.07	50.88	6.51	-3.28	466	0.5
SPCC417.02	10.38	10.96	3.7	94	0.49
SPCC417.03	6.47	6.78	-0.67	56	0.39
SPCC417.05c	58.42	6.71	-2.03	512	0.65
SPCC417.06c	73.33	10.2	43.59	624	0.65
SPCC417.07c	128.47	4.85	-37.09	1115	0.63
SPCC417.08	115.80	6.46	-8.56	1047	0.48
SPCC417.09c	87.39	7.29	3.12	767	0.67
SPCC417.10	56.66	7.78	2.35	508	0.59
SPCC417.11c	48.05	6.14	-5.61	438	0.61
SPCC417.12	61.25	5.88	-6.72	539	0.64
SPCC417.15	5.12	8.7	4.05	43	0.33
SPCC417.16	5.62	10.71	4.21	52	0.4
SPCC4B3.01	32.80	6.52	-2.13	298	0.57
SPCC4B3.02c	14.71	9.59	3.18	129	0.56
SPCC4B3.03c	74.31	6.83	-1.58	679	0.59
SPCC4B3.04c	147.84	8.1	11.8	1316	0.61
SPCC4B3.05c	40.63	7.88	2.29	359	0.6
SPCC4B3.06c	22.12	8.22	2.37	200	0.58
SPCC4B3.07	44.45	4.11	-32.31	393	0.59
SPCC4B3.08	24.64	4.6	-11.94	218	0.58
SPCC4B3.09c	18.97	10.24	6.96	173	0.6
SPCC4B3.10c	72.77	9.2	16.78	640	0.57
SPCC4B3.11c	12.74	10.53	7.43	116	0.54
SPCC4B3.12	51.01	8.48	13.49	441	0.63
SPCC4B3.13	58.83	8.03	3.22	539	0.59
SPCC4B3.14	32.56	9.37	4.2	290	0.5
SPCC4B3.15	102.37	6.44	-5.73	920	0.63
SPCC4B3.16	29.45	6.3	-1.31	252	0.56
SPCC4B3.17	32.97	10	14.06	283	0.58
SPCC4B3.18	36.24	7.27	0.86	316	0.63
SPCC4B3.20	10.59	8.97	4.1	89	0.54
SPCC4E9.01c	107.42	5.12	-25.66	923	0.62
SPCC4E9.02	47.81	5.28	-15.02	415	0.66
SPCC4F11.02	38.68	6.29	-4.55	347	0.66
SPCC4F11.03c	36.44	4.09	-22.32	335	0.58
SPCC4F11.04c	40.76	6.1	-4.21	345	0.58
SPCC4F11.05	9.28	10.63	8.66	80	0.52
SPCC4G3.02	20.69	6.98	-0.04	182	0.6
SPCC4G3.03	38.99	6.78	-1.73	347	0.63
SPCC4G3.04c	33.89	8.42	3.82	305	0.56
SPCC4G3.05c	69.04	7.16	1.43	608	0.65
SPCC4G3.06c	16.59	11.11	15.43	144	0.63
SPCC4G3.07c	51.28	6.45	-4.13	461	0.62
SPCC4G3.08	49.32	6.24	-6.55	436	0.62
SPCC4G3.09c	72.79	6.68	-3.46	635	0.64
SPCC4G3.10c	79.02	8.99	12.67	686	0.65
SPCC4G3.11	37.14	10.35	16.78	316	0.65
SPCC4G3.12c	90.50	4.89	-33.01	821	0.6
SPCC4G3.13c	23.52	9.05	3.41	215	0.6
SPCC4G3.14	57.19	9.83	23	528	0.61
SPCC4G3.15c	34.48	5.98	-3.61	306	0.56
SPCC4G3.16	45.60	5.91	-5.36	405	0.6
SPCC4G3.17	22.93	5.96	-3.64	198	0.54
SPCC4G3.18	92.00	4.9	-30.68	828	0.6
SPCC4G3.19	87.24	5.2	-10.89	759	0.63
SPCC4G3.20	6.60	10.41	8.15	56	0.49
SPCC548.03c	40.36	6.27	-1.64	366	0.56
SPCC548.04	10.72	4.22	-6.77	97	0.52
SPCC548.05c	52.71	4.24	-38.91	468	0.62
SPCC548.06c	60.18	5.94	-4.62	547	0.5
SPCC548.07c	61.64	6.74	-1.01	557	0.57
SPCC550.01c	9.21	4.63	-6.4	77	0.45
SPCC550.02c	39.58	9.42	15.08	354	0.56
SPCC550.03c	138.03	6.72	-4.31	1213	0.62
SPCC550.04c	36.65	10.05	13.51	324	0.6
SPCC550.05	27.05	5.53	-7.93	232	0.53
SPCC550.06c	11.28	9.93	4.22	104	0.43
SPCC550.07	58.70	6.08	-5.03	533	0.61
SPCC550.08	28.29	6.52	-1.68	247	0.56
SPCC550.09	60.20	6.45	-3.47	535	0.61
SPCC550.10	54.14	6.07	-5.21	500	0.61
SPCC550.11	116.47	4.37	-57.68	1029	0.57
SPCC550.12	45.88	5.88	-8.89	401	0.6
SPCC550.13	61.86	9.93	24.1	545	0.63
SPCC550.14	142.61	6.7	-3.33	1291	0.57
SPCC550.15c	52.25	6.17	-8.15	463	0.58
SPCC553.01c	78.10	9.64	14.5	715	0.6
SPCC553.02	79.52	6.54	-5.44	700	0.6
SPCC553.03	105.90	7.13	0.89	937	0.62
SPCC553.04	69.05	5.62	-13.06	610	0.59
SPCC553.06	29.33	5.59	-3.93	271	0.57
SPCC553.07c	62.05	9.02	12.37	547	0.58
SPCC553.08c	112.13	5.49	-16.19	1000	0.62
SPCC553.09c	64.18	6.94	-0.36	574	0.63
SPCC553.10	35.91	7.05	0.12	349	0.48
SPCC553.11c	12.58	9.16	3.16	109	0.5
SPCC553.12c	60.57	8.54	6.71	521	0.62
SPCC569.01c	38.27	4.66	-13.57	323	0.59
SPCC569.02c	12.76	3.79	-10.95	113	0.5
SPCC569.03	36.38	4.95	-9.86	316	0.55
SPCC569.04	14.26	9.18	5.58	121	0.56
SPCC569.05c	63.71	8.23	6.56	576	0.61
SPCC569.06	54.26	7.14	0.58	478	0.6
SPCC569.07	53.61	6.99	-0.03	470	0.59
SPCC569.08c	22.25	6.87	-0.63	207	0.61
SPCC569.09	11.64	7.79	0.71	99	0.52
SPCC576.01c	46.60	6.02	-11.88	413	0.51
SPCC576.02	24.95	4.94	-3.68	236	0.56
SPCC576.03c	21.19	5.3	-4.86	192	0.47
SPCC576.04	30.40	5.14	-3.35	266	0.6
SPCC576.05	117.66	9.01	19.91	1024	0.59
SPCC576.06c	49.50	9.01	10.17	445	0.61
SPCC576.07	21.69	4.64	-6.79	190	0.61
SPCC576.08c	27.64	10.68	20.37	253	0.47
SPCC576.09	13.54	10.8	9.91	118	0.41
SPCC576.10c	43.55	5.02	-5.76	389	0.5
SPCC576.11	23.81	11.78	37.07	201	0.46
SPCC576.12c	10.05	4.09	-8.04	89	0.52
SPCC576.13	24.56	4.68	-10.49	215	0.61
SPCC576.14	32.04	4.69	-13.45	283	0.57
SPCC576.15c	65.66	6.77	-2.34	592	0.59
SPCC576.17c	59.32	6.98	-0.13	525	0.64
SPCC576.19c	13.66	9.2	3.4	119	0.6
SPCC584.01c	111.35	5.94	-15.21	1006	0.57
SPCC584.02	20.07	8.28	3.73	177	0.58
SPCC584.03c	61.28	5.13	-11.89	551	0.58
SPCC584.04	72.56	8.72	7.76	662	0.54
SPCC584.05	79.64	7.6	4.27	693	0.65
SPCC584.11c	42.96	5.54	-10.71	380	0.61
SPCC584.12	13.70	11.62	17.32	115	0.58
SPCC584.13	59.53	7.52	1.76	544	0.57
SPCC584.14	48.78	4.99	-12.82	434	0.58
SPCC584.15c	65.33	8.94	10.64	594	0.61
SPCC584.16c	25.91	10.35	14.54	231	0.6
SPCC594.01	88.75	7.25	2.66	791	0.62
SPCC594.02c	54.87	6.02	-7.68	489	0.61
SPCC594.03	12.26	8.76	4.07	108	0.52
SPCC594.04c	40.52	9.36	7.63	344	0.59
SPCC594.05c	48.68	6.16	-5.78	424	0.61
SPCC594.06c	38.85	9.7	8.87	341	0.56
SPCC594.07c	28.90	9.08	7.98	255	0.65
SPCC5E4.03c	72.38	6.51	-8.03	643	0.62
SPCC5E4.04	209.43	7.3	6.03	1828	0.62
SPCC5E4.05c	41.62	5.85	-9.47	378	0.55
SPCC5E4.06	130.93	7.59	4.78	1140	0.61
SPCC5E4.07	16.65	11.65	22.14	148	0.46
SPCC5E4.10c	23.91	10.4	14.16	198	0.54
SPCC61.01c	66.12	8.99	8.26	597	0.6
SPCC61.02	35.63	6.73	-1.14	307	0.58
SPCC61.03	36.09	6.91	-0.41	327	0.6
SPCC61.04c	25.39	6.95	-0.19	227	0.54
SPCC61.05	53.64	4.8	-9.52	469	0.66
SPCC613.01	55.13	9.58	14.71	497	0.58
SPCC613.02	55.38	9.08	10.19	497	0.62
SPCC613.03	22.47	5.68	-9.65	189	0.57
SPCC613.04c	84.47	6.88	-0.99	746	0.63
SPCC613.05c	14.30	11.38	20.98	122	0.41
SPCC613.06	21.38	10.13	9.62	189	0.49
SPCC613.07	39.31	7.9	4.32	345	0.61
SPCC613.08	32.37	4.46	-15.78	282	0.63
SPCC613.09	44.15	7.47	1.68	384	0.57
SPCC613.10	45.65	9.49	9.35	426	0.57
SPCC613.11c	29.63	5.12	-4.53	254	0.61
SPCC613.12c	71.54	6.07	-9.26	638	0.61
SPCC622.01c	17.11	4.02	-14.61	149	0.56
SPCC622.02	14.13	6.5	-1.11	127	0.57
SPCC622.03c	15.33	9.67	3.95	132	0.49
SPCC622.04	16.44	4.55	-6.58	140	0.53
SPCC622.06c	14.28	4.91	-2.07	122	0.53
SPCC622.07	14.89	5.13	-2.62	128	0.58
SPCC622.08c	13.88	11.3	12.94	132	0.41
SPCC622.09	13.82	10.73	13.46	126	0.44
SPCC622.10c	92.71	7.06	0.51	815	0.61
SPCC622.11	58.16	9.54	14.76	505	0.64
SPCC622.12c	48.79	7.55	2.2	451	0.55
SPCC622.13c	124.76	5.84	-16.06	1098	0.63
SPCC622.14	35.52	6.15	-2.19	321	0.55
SPCC622.15c	61.80	6.69	-1.59	557	0.56
SPCC622.16c	108.65	6.01	-14.52	948	0.66
SPCC622.17	39.13	7.76	2.69	349	0.61
SPCC622.18	21.25	10.92	21.43	195	0.48
SPCC622.19	52.74	4.34	-35.75	473	0.6
SPCC63.02c	63.21	4.09	-35.77	564	0.58
SPCC63.03	68.79	9.96	17.12	612	0.58
SPCC63.04	156.16	8.64	20.18	1369	0.62
SPCC63.05	38.21	4.69	-14.57	323	0.62
SPCC63.06	37.25	4.87	-13.82	331	0.63
SPCC63.07	31.06	8.42	4.06	261	0.66
SPCC63.08c	91.58	7.74	4.89	830	0.64
